RefSeq IDs	Approved symbol
NM_207416	SPATA31D3
NM_001145197	SPATA31D4
NR_026851	SPATA31D5P
NM_178828	SPATA31E1
NG_022095	SPATA31E2P
NG_022101	SPATA31E3P
NM_001141917	SPATA31F1
NR_024481	SPATA31F2P
NM_001309426	SPATA31F3
NM_203299	SPATA31G1
NM_032266	SPATA31H1
NR_131066	SPATA31J1
NM_152343	SPATA32
NM_153025	SPATA33
NR_028139	SPATA41
	SPATA42
NM_001024601	SPATA45
NM_182581	SPATA46
NM_198572	SPATC1
NM_032261	SPATC1L
NM_145026	SPATS1
NM_023071	SPATS2
NM_015535	SPATS2L
NM_182513	SPC24
NM_020675	SPC25
	SPCH1
NM_014041	SPCS1
NM_014752	SPCS2
NG_022127	SPCS2P1
NG_022158	SPCS2P2
NG_021874	SPCS2P3
NG_006558	SPCS2P4
NM_021928	SPCS3
	SPCS3-AS1
	SPD
NM_012391	SPDEF
NM_017785	SPDL1
NM_182756	SPDYA
NM_001008778	SPDYC
NM_175064	SPDYE1
	SPDYE1-AS1
NM_001031618	SPDYE2
	SPDYE2B
NM_001004351	SPDYE3
NM_001128076	SPDYE4
NM_001099435	SPDYE5
NM_001146210	SPDYE6
NR_003666	SPDYE7P
NM_001382525	SPDYE8
NM_001382554	SPDYE9
	SPDYE10
NM_001351349	SPDYE11
	SPDYE12
NM_001382563	SPDYE13
NM_001382495	SPDYE14
NM_001382547	SPDYE15
NM_001351597	SPDYE16
NM_001351351	SPDYE17
NM_001351348	SPDYE18
NG_022527	SPDYE19P
	SPDYE20P
	SPDYE21
	SPDYE22P
NM_152904	SPECC1
	SPECC1-DT
NM_015330	SPECC1L
	SPECC1L-ADORA2A
	SPECC1P1
	SPECC1P2
	SPEF1
NM_144722	SPEF2
NM_005876	SPEG
NM_001286811	SPEGNB
NM_199339	SPEM1
NM_175734	SPEM2
	SPEM3
NM_015001	SPEN
NR_024279	SPEN-AS1
NM_145658	SPESP1
	SPG1
	SPG2
	SPG3B
	SPG5A
	SPG5B
	SPG6
NM_003119	SPG7
	SPG8
	SPG9
	SPG10
	SPG11
	SPG12
	SPG13
	SPG14
	SPG15
	SPG16
	SPG17
	SPG18
	SPG19
NM_016630	SPG21
	SPG23
	SPG24
	SPG25
	SPG26
	SPG27
	SPG28
	SPG29
	SPG30
	SPG32
	SPG34
	SPG35
	SPG36
	SPG37
	SPG38
	SPG41
	SPG42
	SPG43
	SPG45
	SPG46
	SPG47
	SPG56
	SPHAR
NM_182965, NM_021972	SPHK1
	SPHK2
NM_030623	SPHKAP
NM_003120	SPI1
NM_003121	SPIB
NM_152323	SPIC
NM_144718	SPICE1
	SPICE1-CFAP44
	SPICP1
	SPICP2
	SPICP3
	SPICP4
	SPICP5
NM_001080394	SPIDR
NM_006717	SPIN1
NM_019003	SPIN2A
NM_001006681	SPIN2B
NG_022603	SPIN2P1
NM_001010862	SPIN3
NM_001012968	SPIN4
	SPIN4-AS1
NM_138471	SPINDOC
NM_003122	SPINK1
NM_021114	SPINK2
NM_014471	SPINK4
NM_001127698	SPINK5
NM_205841	SPINK6
NM_032566	SPINK7
NM_001080525	SPINK8
NM_001040433	SPINK9
NM_001040129.2	SPINK13
NM_001001325	SPINK14
NM_003710	SPINT1
NR_146466	SPINT1-AS1
	SPINT2
NM_006652	SPINT3
NM_178455	SPINT4
	SPINT5P
NM_001128626	SPIRE1
NM_032451	SPIRE2
NM_001080465	SPMAP1
	SPMAP2
NM_001256475	SPMAP2L
	SPMAP2L-DT
NM_001195150	SPMIP1
NM_152543	SPMIP2
NM_001012970	SPMIP3
	SPMIP3P1
NM_138811	SPMIP4
NM_144661	SPMIP5
NM_147169	SPMIP6
NM_001161834	SPMIP7
NM_199456	SPMIP8
NM_152670	SPMIP9
NM_207408	SPMIP10
	SPMIP11
	SPN
NM_032038	SPNS1
	SPNS2
	SPNS2-AS1
NM_182538	SPNS3
NM_012444	SPO11
NM_144569	SPOCD1
NM_004598	SPOCK1
	SPOCK1-AS1
	SPOCK2
	SPOCK3
	SPOCK3-AS1
NM_145584	SPON1
	SPON1-AS1
	SPON2
	SPON2-AS1
NM_003563	SPOP
NM_001001664	SPOPL
	SPOPL-DT
	SPOPLP1
	SPOPLP2
	SPOPLP3
NM_016390	SPOUT1
	SPP1
NM_006944	SPP2
NM_032802	SPPL2A
NM_020172	SPPL2B
NM_175882	SPPL2C
NM_139015	SPPL3
	SPR
	SPRED1
	SPRED2
NM_001042522	SPRED3
NM_024738	SPRING1
NG_022172	SPRING1P1
NG_022703	SPRING1P2
	SPRING1P3
	SPRL6B
NM_001012508	SPRN
NR_033789	SPRNP1
	SPRR1
NM_005987	SPRR1A
NM_003125	SPRR1B
NM_005988	SPRR2A
	SPRR2B
NR_003062	SPRR2C
	SPRR2D
	SPRR2E
	SPRR2F
	SPRR2G
NM_005416	SPRR3
NM_173080	SPRR4
	SPRR5
NM_032018	SPRTN
	SPRY1
	SPRY2
NM_005840	SPRY3
	SPRY4
NR_120664	SPRY4-AS1
NR_131221	SPRY4-IT1
NM_032840	SPRYD3
NM_207344	SPRYD4
NM_020456	SPRYD7
	SPRYD7P1
NM_025106	SPSB1
NM_032641	SPSB2
NM_080861	SPSB3
NM_080862	SPSB4
NM_003126	SPTA1
NM_003127	SPTAN1
	SPTB
	SPTBN1
	SPTBN1-AS1
	SPTBN1-AS2
NM_006946	SPTBN2
	SPTBN4
NM_016642	SPTBN5
NM_006415	SPTLC1
	SPTLC1P1
	SPTLC1P2
	SPTLC1P3
	SPTLC1P4
	SPTLC1P5
NM_004863	SPTLC2
NM_018327	SPTLC3
NM_138288	SPTSSA
NM_145035	SPTSSB
NM_194285	SPTY2D1
NM_030572	SPX
NM_032567	SPZ1
NM_003129	SQLE
NR_134457	SQLE-DT
	SQOR
	SQSTM1
	SQSTM1P1
	SRA1
NM_178840	SRARP
	SRBC
NM_018079	SRBD1
NM_005417	SRC
NM_006662	SRCAP
NM_025248	SRCIN1
NM_001047	SRD5A1
NG_001196	SRD5A1P1
NM_000348	SRD5A2
	SRD5A2P1
NM_024592	SRD5A3
NR_037969	SRD5A3-AS1
	SRD5A3P1
	SRD5B1
NM_004176	SREBF1
NM_004599	SREBF2
	SREBF2-AS1
NM_001077199	SREK1
NM_173829	SREK1IP1
	SREK1IP1P1
	SREK1IP1P2
NM_003131	SRF
NM_152546	SRFBP1
	SRGAP1
NM_015326	SRGAP2
	SRGAP2-AS1
	SRGAP2-IT1
NM_001271870	SRGAP2B
	SRGAP2C
NR_120535	SRGAP2D
	SRGAP3
	SRGAP3-AS1
	SRGAP3-AS2
	SRGAP3-AS3
	SRGAP3-AS4
NM_002727	SRGN
	SRGNP1
NM_003130	SRI
NR_120517	SRI-AS1
NG_003017	SRIP1
	SRIP2
	SRIP3
	SRK
NM_001098814	SRL
NM_003132	SRM
	SRML2
	SRMP1
	SRMP2
NG_023605	SRMP3
NM_080823	SRMS
NM_003133	SRP9
NG_012272	SRP9P1
NM_003134	SRP14
NR_040059	SRP14-DT
XR_016442.1	SRP14P1
	SRP14P2
	SRP14P3
	SRP14P4
	SRP14P5
NM_003135	SRP19
NM_003136	SRP54
	SRP54-AS1
NM_014230	SRP68
NG_001591	SRP68P1
NG_001590	SRP68P2
NG_002720	SRP68P3
	SRP72
	SRP72P1
	SRP72P2
NM_003137	SRPK1
NM_182691	SRPK2
	SRPK2-AS1
NG_026032	SRPK2P1
NM_014370	SRPK3
NM_003139	SRPRA
	SRPRB
	SRPSMCR
NM_006307	SRPX
NM_014467	SRPX2
NM_021947	SRR
NM_001013694	SRRD
NM_005839	SRRM1
NG_011412	SRRM1P1
	SRRM1P2
	SRRM1P3
	SRRM2
NR_027274	SRRM2-AS1
NM_001110199	SRRM3
NM_194286	SRRM4
	SRRM4-AS1
NM_001145641	SRRM5
NM_015908	SRRT
	SRS
NM_006924	SRSF1
NG_011455	SRSF1P1
NM_003016	SRSF2
NG_022653	SRSF2P1
NM_003017	SRSF3
NG_028064	SRSF3P1
NR_036611	SRSF3P2
	SRSF3P4
	SRSF3P5
	SRSF3P6
NM_005626	SRSF4
NM_001039465	SRSF5
NM_006275	SRSF6
NG_022660	SRSF6P1
NG_022444	SRSF6P2
NM_001031684	SRSF7
NM_032102	SRSF8
NG_030282	SRSF8BP
NG_006620	SRSF8CP
NM_003769	SRSF9
NG_000902	SRSF9P1
NM_006625	SRSF10
NG_030046	SRSF10P1
NG_001017	SRSF10P2
NM_004768	SRSF11
	SRSF11P1
NM_080743	SRSF12
NM_080725	SRXN1
	SRXN1P1
	SRXN1P2
	SRY
	SS18
	SS18L1
NM_016305	SS18L2
NG_005608	SS18L2P1
NG_005609	SS18L2P2
	SSAV1
	SSAV1L
NM_003142	SSB
NG_022663	SSBL2P
NG_028766	SSBL3P
NG_005551	SSBL4P
NG_008696	SSBL5P
	SSBL6P
NM_003143	SSBP1
	SSBP1P1
	SSBP1P2
	SSBP1P3
	SSBP1P4
NM_012446	SSBP2
	SSBP2-AS1
NM_018070	SSBP3
	SSBP3-AS1
	SSBP3-AS2
NG_022555	SSBP3P1
NG_021521	SSBP3P2
	SSBP3P3
NG_022835	SSBP3P4
	SSBP3P5
NG_021584	SSBP3P6
NM_032627	SSBP4
NM_080744	SSC4D
NM_001144950	SSC5D
	SSFA1
NM_018984	SSH1
NM_033389	SSH2
	SSH2-AS1
NM_018276	SSH3
NM_145268	SSMEM1
NM_003731	SSNA1
NM_005086	SSPN
	SSPN-AS1
NR_163594	SSPOP
	SSR1
	SSR1P1
	SSR1P2
NM_003145	SSR2
NM_007107	SSR3
NM_006280	SSR4
	SSR4P1
NM_003146	SSRP1
NM_001048	SST
	SSTR1
	SSTR2
	SSTR3
	SSTR4
	SSTR5
NR_027242	SSTR5-AS1
NM_014188	SSU72
	SSU72-AS1
NM_001413998	SSU72L1
NM_001413999	SSU72L2
NM_001414000	SSU72L3
NM_001414001	SSU72L4
NM_001414002	SSU72L5
NM_001414004	SSU72L6
	SSU72P1
	SSU72P6
NM_015931	SSUH2
NM_005635	SSX1
NM_003147	SSX2
	SSX2B
NM_014021	SSX2IP
NG_013117	SSX2IPP1
NM_021014	SSX3
	SSX4
	SSX4B
NM_021015	SSX5
NR_028366	SSX6P
NM_173358	SSX7
NR_027250	SSX8P
NR_073393	SSX9P
	SSX10
NG_033927	SSX11P
NG_002580	SSX13P
NG_002578	SSX14P
NG_002579	SSX15P
NG_002585	SSX16P
NG_002587	SSX17P
NG_026695	SSX18P
NG_002584	SSX19P
	SSX20P
	SSX21P
	SSXP2
	SSXP8
NG_022942	SSXP10
	ST2
	ST3
NM_003033	ST3GAL1
	ST3GAL1-DT
NG_025114	ST3GAL1P1
NM_006927	ST3GAL2
NM_174963	ST3GAL3
NR_125986	ST3GAL3-AS1
NM_006278	ST3GAL4
NM_003896	ST3GAL5
	ST3GAL5-AS1
NG_024584	ST3GAL5P1
NM_006100	ST3GAL6
	ST3GAL6-AS1
	ST4
NM_173216	ST6GAL1
NM_032528	ST6GAL2
	ST6GAL2-IT1
NM_018414	ST6GALNAC1
NM_006456	ST6GALNAC2
NG_023578	ST6GALNAC2P1
NM_152996	ST6GALNAC3
NM_175040	ST6GALNAC4
	ST6GALNAC4P1
NM_030965	ST6GALNAC5
NM_013443	ST6GALNAC6
NM_021908	ST7
NR_002330	ST7-AS1
NR_002331	ST7-AS2
NR_002332	ST7-OT3
NR_002329	ST7-OT4
	ST7L
	ST8
NM_003034	ST8SIA1
NM_006011	ST8SIA2
NM_015879	ST8SIA3
NM_005668	ST8SIA4
	ST8SIA4-DT
NM_013305	ST8SIA5
	ST8SIA5-DT
NM_001004470	ST8SIA6
NR_034129	ST8SIA6-AS1
	ST11
	ST12
NM_003932	ST13
	ST13P
XR_038318	ST13P1
XR_017370	ST13P2
NG_004762	ST13P3
NR_002183	ST13P4
NG_005653	ST13P5
NR_002199	ST13P6
NR_002198	ST13P7
NG_021690	ST13P8
NG_021711	ST13P9
NG_021804	ST13P10
NG_021831	ST13P11
NG_021887	ST13P12
NG_022189	ST13P13
	ST13P14
	ST13P15
	ST13P16
NG_022574	ST13P17
NG_022623	ST13P18
NG_022751	ST13P19
NG_022788	ST13P20
NG_022797	ST13P21
	ST13P22
	ST14
	ST15
	ST18
	ST18-AS1
	ST18-AS2
	ST18-AS3
NR_037652	ST20
NR_028330	ST20-AS1
	ST20-MTHFS
NM_015136	STAB1
	STAB2
	STAB2-AS1
NM_003149	STAC
NM_198993	STAC2
NM_145064	STAC3
NM_005862	STAG1
	STAG1-DT
NM_006603	STAG2
NR_130770	STAG2-AS1
NM_012447	STAG3
NR_040583	STAG3L1
NR_040584	STAG3L2
NR_040582	STAG3L3
NR_040585	STAG3L4
	STAG3L5P
	STAG3L5P-PVRIG2P-PILRB
NM_003473	STAM
	STAM-AS2
NR_110370	STAM-DT
NM_005843	STAM2
NM_006463	STAMBP
NM_020799	STAMBPL1
NM_012108	STAP1
NM_001013841	STAP2
NM_000349	STAR
	STARD3
	STARD3NL
NM_139164	STARD4
NR_040093	STARD4-AS1
	STARD5
NM_139171	STARD6
	STARD7
	STARD7-AS1
NM_014725	STARD8
	STARD9
	STARD10
	STARD10-AS1
NM_001243466	STARD13
NR_046693	STARD13-AS
	STARD13-AS1
	STARD13-IT1
	STARP1
	STAT
NM_007315	STAT1
NM_005419	STAT2
NM_139276, NM_003150	STAT3
NM_003151	STAT4
NR_136318	STAT4-AS1
NM_003152	STAT5A
NM_012448	STAT5B
NM_003153	STAT6
NM_003154	STATH
NM_017453	STAU1
NM_001164380	STAU2
NR_038406	STAU2-AS1
NG_022618	STAU2P1
NM_003943	STBD1
	STBD1P1
	STC
	STC1
NM_003714	STC2
	STD
NM_012449	STEAP1
	STEAP1B
NR_038393	STEAP1B-AS1
	STEAP1B-AS2
NM_152999	STEAP2
	STEAP2-AS1
NM_018234	STEAP3
	STEAP3-AS1
NM_024636	STEAP4
NM_022101	STEEP1
	STFA
	STFB
	STGD1
	STGD2
	STGD3
	STGD4
	STH
	STHE
NM_003035	STIL
NM_003156	STIM1
	STIM1-AS1
NM_020860	STIM2
NR_134673	STIM2-AS1
NM_198563	STIMATE
NM_001198974	STIMATE-MUSTN1
NM_198282	STING1
NM_006819	STIP1
	STIP1P1
	STIP1P2
	STIP1P3
	STK2
NM_006281	STK3
NM_006282	STK4
NR_038341	STK4-DT
	STK6
	STK6P
NM_005990	STK10
NM_000455	STK11
NM_052902	STK11IP
	STK14A
	STK16
NG_002530	STK16P1
NM_004760	STK17A
	STK17B
NM_003576	STK24
	STK24-AS1
	STK24P1
NM_006374	STK25
	STK25P1
NM_016542	STK26
NM_031414	STK31
NM_145001	STK32A
	STK32A-AS1
NM_018401	STK32B
	STK32B-AS1
	STK32B-DT
NM_173575	STK32C
NM_030906	STK33
	STK33P1
NM_080836	STK35
	STK36
NM_007271	STK38
NM_015000	STK38L
NM_013233	STK39
NM_032017	STK40
NM_153710	STKLD1
	STM
NM_005563	STMN1
NG_030122	STMN1P1
	STMN1P2
NM_007029	STMN2
NM_015894	STMN3
NG_033113	STMN3P1
NM_030795	STMN4
NM_001190766	STMND1
NM_001130929	STMP1
	STMP1P1
	STMP1P2
	STMY1
	STMY2
	STMY3
	STN
NM_024928	STN1
	STNL
	STO
NM_004099	STOM
NM_004809	STOML1
NM_013442	STOML2
	STOML3
NM_006873	STON1
	STON1-GTF2A1L
NM_033104	STON2
	STOT
NM_152709	STOX1
NM_020225	STOX2
	STP1
	STP2
NM_178122	STPG1
NM_174952	STPG2
	STPG2-AS1
NM_001004353	STPG3
NR_038389	STPG3-AS1
NM_173649	STPG4
	STRA6
NG_056705	STRA6LP
NM_182489	STRA8
	STRADA
NM_018571	STRADB
	STRADBP1
NM_007178	STRAP
	STRBP
NM_153700	STRC
	STRCP1
NM_033088	STRIP1
NM_001134336	STRIP2
NM_001352129	STRIT1
	STRL22
	STRM
	STRN
NM_014574	STRN3
	STRN4
NM_000351	STS
	STSP1
NM_152713	STT3A
	STT3A-AS1
NM_178862	STT3B
NM_005861	STUB1
NR_136337	STUB1-DT
NG_021591	STUB1P1
NM_001003665	STUM
NM_004603	STX1A
	STX1B
	STX1B1
NM_194356	STX2
	STX2A
	STX2B
	STX2C
NM_004177	STX3
NM_004604	STX4
NM_003164	STX5
NR_135084	STX5-DT
NM_005819	STX6
	STX7
NM_004853	STX8
	STX8P1
NM_003765	STX10
	STX11
NM_177424	STX12
NM_001001433	STX16
NR_037945.1	STX16-NPEPL1
NM_017919	STX17
	STX17-DT
	STX18
	STX18-AS1
	STX18-IT1
	STX18P1
NM_001001850	STX19
NM_003165	STXBP1
NM_006949	STXBP2
NM_007269	STXBP3
NM_178509	STXBP4
	STXBP5
NR_034115	STXBP5-AS1
	STXBP5L
	STXBP6
NM_018423	STYK1
NM_145251	STYX
NM_016086	STYXL1
NM_001080426	STYXL2
NM_006713	SUB1
	SUB1P1
	SUB1P2
	SUB1P3
	SUB1P4
	SUCLA2
	SUCLA2-AS1
	SUCLA2P1
	SUCLA2P2
	SUCLA2P3
NM_003849	SUCLG1
NM_003848	SUCLG2
NR_109992	SUCLG2-DT
	SUCLG2P1
	SUCLG2P2
	SUCLG2P3
	SUCLG2P4
NM_033050	SUCNR1
NM_016227	SUCO
NM_022491	SUDS3
	SUDS3P1
NM_016169	SUFU
NM_024728	SUGCT
	SUGCT-AS1
NM_021164	SUGP1
NM_001017392	SUGP2
NM_001130912	SUGT1
	SUGT1-DT
	SUGT1P1
	SUGT1P2
	SUGT1P3
	SUGT1P4
	SUGT1P4-STRA6LP
	SUGT1P4-STRA6LP-CCDC180
NM_015170	SULF1
NM_018837	SULF2
	SULT
NM_001055	SULT1A1
NM_001054	SULT1A2
NM_003166	SULT1A3
NM_001017389	SULT1A4
NM_014465	SULT1B1
NM_176825	SULT1C2
	SULT1C2P2
NM_001008743	SULT1C3
NM_006588	SULT1C4
NR_037191	SULT1C5P
NG_002642	SULT1D1P
	SULT1D1P2
NM_005420	SULT1E1
NM_003167	SULT2A1
NM_004605	SULT2B1
NM_014351	SULT4A1
NM_001032377	SULT6B1
	SULT6B2P
NM_182760	SUMF1
NM_015411	SUMF2
NM_003352	SUMO1
NR_002189	SUMO1P1
NG_004725	SUMO1P2
NR_002190	SUMO1P3
NG_033172	SUMO1P4
	SUMO1P5
NM_006937	SUMO2
NG_002750	SUMO2P1
	SUMO2P2
NG_005815	SUMO2P3
	SUMO2P4
	SUMO2P5
	SUMO2P6
	SUMO2P7
	SUMO2P8
	SUMO2P10
	SUMO2P11
	SUMO2P12
	SUMO2P13
	SUMO2P14
	SUMO2P15
	SUMO2P16
	SUMO2P17
	SUMO2P18
	SUMO2P19
	SUMO2P20
NG_005816	SUMO2P21
	SUMO3
	SUMO4
NM_025154	SUN1
NM_001199579	SUN2
NM_152782	SUN3
NM_080675	SUN5
	SUNO1
NM_000456	SUOX
	SUP45L1
	SUP45L2
	SUP45L3
	SUP45L4
NM_181356	SUPT3H
NM_003168	SUPT4H1
NG_008701	SUPT4H1P1
NG_030121	SUPT4H1P2
NM_003169	SUPT5H
NM_003170	SUPT6H
NM_014860	SUPT7L
NM_007192	SUPT16H
XR_016968	SUPT16HP1
NM_017569	SUPT20H
NM_001136234	SUPT20HL1
NM_001136233	SUPT20HL2
NM_003171	SUPV3L1
	SUR
NM_003172	SURF1
NM_017503	SURF2
NM_033161	SURF4
NM_006753	SURF6
	SURF6P1
NM_022486	SUSD1
NM_019601	SUSD2
	SUSD2P1
XR_015550	SUSD2P2
NM_145006	SUSD3
NM_017982	SUSD4
NM_015551	SUSD5
NM_014734	SUSD6
NM_003173	SUV39H1
NM_024670	SUV39H2
NR_186427	SUV39H2-DT
NM_015355	SUZ12
NG_005675	SUZ12P1
	SUZ12P2
	SV2A
NM_014848	SV2B
	SV2C
	SV2C-AS1
	SV2C-AS2
NM_199342	SVBP
	SVEP1
	SVIL
NR_110920	SVIL-AS1
NR_036438	SVIL2P
NM_148893	SVIP
NM_018711	SVOP
NM_174959	SVOPL
	SVP65
NM_015055	SWAP70
NM_001040011	SWI5
NR_047495	SWINGN
NM_175871	SWSAP1
NM_017673	SWT1
NM_032796	SYAP1
	SYB1
	SYB2
NM_017786	SYBU
NR_161375	SYBU-AS1
NM_201564	SYCE1
NM_001129979	SYCE1L
NM_001105578	SYCE2
NM_001123225	SYCE3
	SYCN
NM_003176	SYCP1
	SYCP1L2
	SYCP1L3
NM_014258	SYCP2
NM_194299	SYCP2L
NM_153694	SYCP3
NM_033025	SYDE1
	SYDE2
NM_015484	SYF2
NG_002474	SYF2P1
	SYF2P2
	SYK
	SYM1
	SYM2
NM_004819	SYMPK
	SYMPK-AS1
NM_006950	SYN1
NM_133625	SYN2
	SYN3
	SYN3-AS1
	SYNAGE
NM_030786	SYNC
NM_006372	SYNCRIP
NG_002370	SYNCRIPP1
NM_024893	SYNDIG1
NM_001105579	SYNDIG1L
NM_182961	SYNE1
	SYNE1-AS1
	SYNE1-AS2
NM_182914	SYNE2
NM_152592	SYNE3
NR_188030	SYNE3-AS1
NM_001039876	SYNE4
NM_006772	SYNGAP1
	SYNGAP1-AS1
NM_004711	SYNGR1
	SYNGR2
NG_003218	SYNGR2P1
NG_001541	SYNGR2P2
	SYNGR3
	SYNGR4
NM_003895	SYNJ1
NM_003898	SYNJ2
	SYNJ2-IT1
NM_018373	SYNJ2BP
	SYNJ2BP-COX16
NM_145728	SYNM
	SYNM-AS1
	SYNM-AS2
NM_007286	SYNPO
	SYNPO2
	SYNPO2-AS1
NM_024875	SYNPO2L
	SYNPO2L-AS1
	SYNPR
	SYNPR-AS1
NM_007247	SYNRG
	SYNS1
NM_003179	SYP
	SYP-AS1
	SYPL1
	SYPL1P1
	SYPL1P2
NM_001006603	SYPL2
	SYR
NM_033542	SYS1
	SYS1-DBNDD2
NM_005639	SYT1
	SYT1-AS1
NM_177402	SYT2
	SYT2-AS1
NM_032298	SYT3
NM_020783	SYT4
NM_003180	SYT5
NM_205848	SYT6
NM_004200	SYT7
	SYT8
NM_175733	SYT9
NR_103855	SYT9-AS1
NM_198992	SYT10
NM_152280	SYT11
NM_177963	SYT12
NM_020826	SYT13
	SYT13-AS1
NM_153262	SYT14
NR_027094	SYT14P1
NM_031912	SYT15
NR_155739	SYT15-AS1
	SYT15B
NM_031914	SYT16
NM_016524	SYT17
	SYTIP2
NM_032872	SYTL1
NM_206927	SYTL2
	SYTL3
NM_080737	SYTL4
NM_138780	SYTL5
NM_032431	SYVN1
NM_001114600	SZRD1
	SZRD1P1
NM_015284	SZT2
	SZT2-AS1
	T3D
NM_138327	TAAR1
NM_014626	TAAR2
	TAAR3P
NG_004855.2	TAAR4P
NM_003967	TAAR5
NM_175067	TAAR6
NG_004854.1	TAAR7P
NM_053278	TAAR8
NM_175057	TAAR9
NM_153497	TAB1
	TAB2
	TAB2-AS1
NM_152787	TAB3
	TAB3-AS1
	TAB3-AS2
	TAB3P1
NM_003182	TAC1
	TAC1R
	TAC2
	TAC2R
NM_001006667	TAC3
NM_170685	TAC4
	TAC4-AS1
NM_006283	TACC1
NG_022170	TACC1P1
	TACC2
	TACC3
	TACE
NM_016360	TACO1
NM_001058	TACR1
	TACR1-AS1
	TACR2
NM_001059	TACR3
	TACR3-AS1
NM_002353	TACSTD2
NM_053053	TADA1
NM_001488	TADA2A
NM_152293	TADA2B
	TADA3
NM_004606	TAF1
NM_005681	TAF1A
	TAF1A-AS1
NM_005680	TAF1B
NM_139353	TAF1C
NM_024116	TAF1D
	TAF1L
NM_003184	TAF2
NM_031923	TAF3
	TAF3A
	TAF3B
	TAF3C
	TAF3D
NM_003185	TAF4
NM_005640	TAF4B
	TAF5
NM_014409	TAF5L
NG_022466	TAF5LP1
NM_005641	TAF6
NM_006473	TAF6L
NM_005642	TAF7
	TAF7L
NM_138572	TAF8
	TAF9
NM_015975	TAF9B
NG_001574	TAF9BP1
	TAF9BP2
NG_002930	TAF9P1
NG_002931	TAF9P2
NG_001012	TAF9P3
NM_006284	TAF10
NM_005643	TAF11
NG_023218	TAF11L1
NM_001401696	TAF11L2
NM_001401700	TAF11L3
NM_001401697	TAF11L4
NM_001401699	TAF11L5
NM_001401698	TAF11L6
NM_001401679	TAF11L7
NM_001401681	TAF11L8
NM_001401693	TAF11L9
NM_001401685	TAF11L10
NM_001401690	TAF11L11
NM_001401686	TAF11L12
NM_001401695	TAF11L13
NM_001401687	TAF11L14
NM_005644	TAF12
NR_146730	TAF12-DT
NM_005645	TAF13
NG_001573	TAF13P1
	TAF13P2
NM_139215	TAF15
NM_213609	TAFA1
NM_178539	TAFA2
NM_182759	TAFA3
NM_182522	TAFA4
NM_015381	TAFA5
	TAFAZZIN
NM_054114	TAGAP
	TAGAP-AS1
NM_001001522	TAGLN
NM_003564	TAGLN2
NG_026067	TAGLN2P1
NG_022383	TAGLN2P2
NM_013259	TAGLN3
	TAK1
NM_003189	TAL1
NM_005421	TAL2
NR_145459	TALAM1
	TALDO
NM_006755	TALDO1
NG_009424	TALDO1P1
	TAMALIN
NR_146770	TAMALIN-AS1
NM_138807	TAMM41
	TAN1
	TANAR
	TANC1
	TANC2
NM_152906	TANGO2
	TANGO2-AS1
NM_024562	TANGO6
NM_133484	TANK
	TANK-AS1
NM_020791	TAOK1
NM_016151	TAOK2
NM_016281	TAOK3
NM_000593	TAP1
NM_000544	TAP2
	TAPA1
	TAPBP
NM_018009	TAPBPL
NM_153365	TAPT1
NR_027696	TAPT1-AS1
	TAPVR1
NM_005646	TARBP1
	TARBP2
NG_001199	TARBP2P1
NM_007375	TARDBP
	TARDBPP1
	TARDBPP2
	TARDBPP3
	TARDBPP4
	TARDBPP5
NR_109982	TARID
NM_001135686	TARM1
NM_152295	TARS1
	TARS1-DT
NM_025150	TARS2
NG_028840	TARS2P1
NM_152334	TARS3
NM_138697	TAS1R1
	TAS1R2
	TAS1R3
	TAS2R1
NG_005302	TAS2R2
	TAS2R3
	TAS2R4
	TAS2R5
NG_004700	TAS2R6P
	TAS2R7
	TAS2R8
	TAS2R9
	TAS2R10
NG_005300	TAS2R12P
	TAS2R13
NM_023922	TAS2R14
NG_002788	TAS2R15P
NM_016945	TAS2R16
NG_002676	TAS2R18P
NM_176888	TAS2R19
NM_176889	TAS2R20
	TAS2R22P
	TAS2R23
NM_001097643	TAS2R30
NM_176885	TAS2R31
	TAS2R33
	TAS2R36
	TAS2R37P
NM_176817	TAS2R38
NM_176881	TAS2R39
	TAS2R40
	TAS2R41
NM_181429	TAS2R42
NM_176884	TAS2R43
	TAS2R44
NM_176886	TAS2R45
NM_176887	TAS2R46
	TAS2R47
	TAS2R48
	TAS2R49
NM_176890	TAS2R50
	TAS2R60
	TAS2R62P
NG_002675	TAS2R63P
NG_002674	TAS2R64P
	TAS2R65P
	TAS2R67P
NG_004699	TAS2R68P
NM_025159	TASL
NM_015224	TASOR
NM_017782	TASOR2
NM_017714	TASP1
	TAT
NR_103851	TAT-AS1
NM_032026	TATDN1
NG_011726	TATDN1P1
NM_014760	TATDN2
	TATDN2P1
	TATDN2P2
NG_024898	TATDN2P3
NM_001042552	TATDN3
	TAX
NM_006024	TAX1BP1
	TAX1BP1-AS1
	TAX1BP2
NM_014604	TAX1BP3
NM_152710	TBATA
NM_015173	TBC1D1
	TBC1D1-AS1
NM_018421	TBC1D2
NM_015079	TBC1D2B
NM_001123391	TBC1D3
NM_001001417	TBC1D3B
NM_001001418	TBC1D3C
NM_001291465	TBC1D3D
NM_001291466	TBC1D3E
NM_032258.2	TBC1D3F
NM_001291462	TBC1D3G
NM_001159332	TBC1D3H
NM_001291463	TBC1D3I
NG_070952	TBC1D3JP
	TBC1D3K
	TBC1D3L
NG_005461	TBC1D3P1
