miRNA	gene	support type	miR_disease_num	gene_disease_num	label	MISIM_value
hsa-miR-510	SPDEF	miRTarBase	12	66	1	0.5209796659558729
hsa-miR-5100	SCAI	miRDB;miRTarBase;miRWalk	11	28	1	0.293592908895638
hsa-miR-5100	SPINK5	miRDB;miRTarBase	11	93	1	0.4165044118891321
hsa-miR-511	FKBP5	miRTarBase;miRWalk	22	179	1	0.5148574055103882
hsa-miR-511	PROP1	miRTarBase	22	117	1	0.3797325467306488
hsa-miR-511	ZFPM2-AS1	miRTarBase	22	32	1	0.50395960997477
hsa-miR-512	CDKN1A	miRTarBase;miRWalk	21	490	1	0.6099766185095057
hsa-miR-512	JAG1	miRTarBase	21	420	1	0.5148258049150695
hsa-miR-512	MAP2K4	miRTarBase;miRWalk	21	100	1	0.6099617624712944
hsa-miR-512	MAP3K2	miRTarBase;miRWalk	21	37	1	0.6979130676337177
hsa-miR-512	MCL1	miRTarBase	21	375	1	0.6222446816339118
hsa-miR-512	PTGS1	miRTarBase;miRWalk	21	318	1	0.5498660747355076
hsa-miR-512	TERT	miRTarBase;miRWalk	21	703	1	0.528640630654037
hsa-miR-513a	BMP2	miRTarBase	25	428	1	0.3825955285133168
hsa-miR-513a	BTG3	miRTarBase	25	141	1	0.4763963823245531
hsa-miR-513a	CD274	miRTarBase;miRWalk	25	1011	1	0.3939764502561956
hsa-miR-513a	DR1	miRDB;miRTarBase;miRWalk	25	10	1	0.409666410084458
hsa-miR-513a	GNG13	TarBase;miRDB;miRTarBase;miRWalk	25	2	1	0.0
hsa-miR-513a	GSTP1	miRTarBase	25	610	1	0.5498115046593037
hsa-miR-513a	HK2	miRDB;miRTarBase;miRWalk	25	152	1	0.5509423008800801
hsa-miR-513a	LHCGR	miRTarBase	25	151	1	0.7140078796895444
hsa-miR-513a	NEDD4L	miRTarBase;miRWalk	25	108	1	0.5048402599486342
hsa-miR-513a	STMN1	miRTarBase	25	284	1	0.5622478779276224
hsa-miR-513a	SYVN1	miRTarBase	25	79	1	0.3811999165585195
hsa-miR-513a	UCA1	miRTarBase	25	152	1	0.5882506784426467
hsa-miR-513a	VEGFC	miRTarBase	25	291	1	0.6572032881097296
hsa-miR-513b	BTG3	miRTarBase	13	141	1	0.441014966913721
hsa-miR-513b	DR1	TarBase;miRDB;miRTarBase;miRWalk	13	10	1	0.4784912381464264
hsa-miR-513b	GNG13	miRTarBase	13	2	1	0.0
hsa-miR-513b	HMGB3	miRDB;miRTarBase;miRWalk	13	71	1	0.3603188159807799
hsa-miR-513c	BTG3	TarBase;miRDB;miRTarBase;miRWalk	10	141	1	0.2908138201583315
hsa-miR-513c	DR1	miRDB;miRTarBase	10	10	1	0.8024505794203283
hsa-miR-513c	GNG13	miRTarBase	10	2	1	0.0
hsa-miR-513c	LRP6	miRTarBase;miRWalk	10	134	1	0.2784096681923022
hsa-miR-515	CDKN1A	TarBase;miRTarBase;miRWalk	30	490	1	0.5913278911955178
hsa-miR-516a	MMP9	miRTarBase	7	1337	1	0.1749704788178881
hsa-miR-516a	SMURF1	miRTarBase;miRWalk	7	70	1	0.2879589512965141
hsa-miR-516a	SULF1	miRDB;miRTarBase	7	83	1	0.4133296706124874
hsa-miR-516a	WNT5A	miRTarBase;miRWalk	7	375	1	0.3024814602201066
hsa-miR-516b	ITGA11	miRTarBase;miRWalk	16	34	1	0.4697040477304607
hsa-miR-516b	KIF4A	miRDB;miRTarBase;miRWalk	16	50	1	0.8480445206520428
hsa-miR-516b	KPNA4	miRTarBase	16	24	1	0.3766050246729759
hsa-miR-517	AGO2	miRTarBase;miRWalk	4	186	1	0.0276085714733154
hsa-miR-517a	PTK2B	miRDB;miRTarBase	9	319	1	0.2652507556982946
hsa-miR-517a	TNIP1	miRDB;miRTarBase	9	93	1	0.2484557586176309
hsa-miR-517c	PTK2B	miRDB;miRTarBase	3	319	1	0.2150370552095941
hsa-miR-5188	FOXO1	miRTarBase	3	380	1	0.1435464816614235
hsa-miR-5189	BATF2	miRTarBase;miRWalk	5	62	1	0.0
hsa-miR-518a	CCL2	miRTarBase	13	1157	1	0.2445132849573617
hsa-miR-518a	CCR6	miRTarBase;miRWalk	13	231	1	0.3792970029477243
hsa-miR-518a	GZMB	miRTarBase	13	290	1	0.2742965304105356
hsa-miR-518a	MCL1	TarBase;miRTarBase;miRWalk	13	375	1	0.3994766080367236
hsa-miR-518a	MMP2	miRTarBase	13	1021	1	0.2747486501067845
hsa-miR-518a	MMP9	miRTarBase	13	1337	1	0.2490036565268476
hsa-miR-518a	PIK3C2A	miRTarBase;miRWalk	13	80	1	0.3197742137455605
hsa-miR-518b	FOXN1	miRTarBase;miRWalk	9	60	1	0.078529939890561
hsa-miR-518b	RAP1B	TarBase;miRTarBase	9	116	1	0.3352927785297419
hsa-miR-518c	HSD17B1	miRTarBase	4	69	1	0.4965077885502717
hsa-miR-518d	PPA1	miRTarBase;miRWalk	4	44	1	0.0851320878873962
hsa-miR-5191	RPS6KB1	miRTarBase;miRWalk	3	169	1	0.1210181997546075
hsa-miR-5193	DUOX2	miRDB;miRTarBase;miRWalk	3	150	1	0.1042576420405853
hsa-miR-5194	VEGFB	miRTarBase	5	82	1	0.3466440233049786
hsa-miR-5195	GRB10	miRTarBase;miRWalk	11	61	1	0.3999730866388604
hsa-miR-519a	CDKN1A	TarBase;miRTarBase;miRWalk	11	490	1	0.4459894039677667
hsa-miR-519a	DICER1	TarBase;miRTarBase	11	302	1	0.5025990527867316
hsa-miR-519a	ELAVL1	miRTarBase;miRWalk	11	103	1	0.6248798675340238
hsa-miR-519a	FOXF2	miRTarBase;miRWalk	11	57	1	0.517161813743727
hsa-miR-519a	PTEN	TarBase;miRDB;miRTarBase;miRWalk	11	1349	1	0.3230687407922445
hsa-miR-519a	RB1	TarBase;miRDB;miRTarBase;miRWalk	11	339	1	0.5343622543384103
hsa-miR-519a	STAT3	miRTarBase;miRWalk	11	1193	1	0.2892174679382694
hsa-miR-519a	TIMP1	miRTarBase	11	603	1	0.3692602519906329
hsa-miR-519a	YES1	TarBase;miRDB;miRTarBase;miRWalk	11	64	1	0.6373423645487778
hsa-miR-519b	CDKN1A	TarBase;miRTarBase;miRWalk	4	490	1	0.3338467979935602
hsa-miR-519b	ELAVL1	miRTarBase;miRWalk	4	103	1	0.4341279056440654
hsa-miR-519c	ABCG2	miRTarBase;miRWalk	9	420	1	0.3030955768608611
hsa-miR-519c	CDKN1A	TarBase;miRTarBase;miRWalk	9	490	1	0.3216215027080319
hsa-miR-519c	ELAVL1	miRTarBase;miRWalk	9	103	1	0.337024463232729
hsa-miR-519c	HIF1A	miRDB;miRTarBase;miRWalk	9	1044	1	0.2327844552774353
hsa-miR-519c	PTEN	TarBase;miRDB;miRTarBase;miRWalk	9	1349	1	0.2443492165912086
hsa-miR-519c	TIMP2	TarBase;miRDB;miRTarBase	9	404	1	0.2669770487742535
hsa-miR-519d	AKT3	TarBase;TargetScan;miRTarBase;miRWalk	28	183	1	0.6418372209926647
hsa-miR-519d	CDKN1A	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	28	490	1	0.6280924858635071
hsa-miR-519d	E2F1	TargetScan;miRTarBase	28	324	1	0.7248956194913929
hsa-miR-519d	HIF1A	TargetScan;miRDB;miRTarBase	28	1044	1	0.4775654944480256
hsa-miR-519d	HMGB1	miRTarBase;miRWalk	28	724	1	0.5014941180866725
hsa-miR-519d	MBOAT2	miRDB;miRTarBase;miRWalk	28	2	1	0.0583689636663149
hsa-miR-519d	PDCD4	miRTarBase;miRWalk	28	198	1	0.9619439133112652
hsa-miR-519d	PPARA	TargetScan;miRDB;miRTarBase;miRWalk	28	408	1	0.5837054101385827
hsa-miR-519d	PTEN	TarBase;TargetScan;miRTarBase;miRWalk	28	1349	1	0.4810708658550144
hsa-miR-519d	RAB10	TargetScan;miRDB;miRTarBase	28	21	1	0.5636360038415181
hsa-miR-519d	STAT3	TargetScan;miRTarBase;miRWalk	28	1193	1	0.4556554589152893
hsa-miR-519d	TIMP2	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	28	404	1	0.5929385546658668
hsa-miR-519d	TROAP	TargetScan;miRTarBase	28	21	1	0.3492924928686518
hsa-miR-519e	CDKN1A	TarBase;miRTarBase;miRWalk	4	490	1	0.3127617822577625
hsa-miR-519e	GABPB1-AS1	miRTarBase	4	3	1	0.0
hsa-miR-519e	NOTCH2	miRDB;miRTarBase	4	384	1	0.3268416921155587
hsa-miR-520a	CCND1	TargetScan;miRTarBase	22	859	1	0.4474575815028867
hsa-miR-520a	CDKN1A	TarBase;miRTarBase;miRWalk	22	490	1	0.4670115142433833
hsa-miR-520a	HOXD8	miRTarBase	22	21	1	0.3894491150133732
hsa-miR-520a	PFKP	TarBase;TargetScan;miRTarBase	22	19	1	0.3592775317393148
hsa-miR-520a	WEE1	TargetScan;miRTarBase;miRWalk	22	116	1	0.6259921687551643
hsa-miR-520b	ATF5	miRTarBase;miRWalk	15	41	1	0.5435127110818258
hsa-miR-520b	CCND1	TargetScan;miRTarBase;miRWalk	15	859	1	0.3929646246488657
hsa-miR-520b	CD46	miRTarBase;miRWalk	15	258	1	0.2797355603620545
hsa-miR-520b	CDKN1A	miRTarBase;miRWalk	15	490	1	0.3994925569767479
hsa-miR-520b	LAMTOR5	miRTarBase	15	38	1	0.3626581455340384
hsa-miR-520b	MAP3K2	TargetScan;miRDB;miRTarBase;miRWalk	15	37	1	0.5899772084241619
hsa-miR-520b	MICA	miRDB;miRTarBase	15	248	1	0.3438042927028622
hsa-miR-520b	PFKP	TargetScan;miRTarBase;miRWalk	15	19	1	0.3484076739948517
hsa-miR-520c	APP	TargetScan;miRDB;miRTarBase;miRWalk	16	485	1	0.1847937305154758
hsa-miR-520c	BRMS1	miRTarBase	16	72	1	0.4255705876565473
hsa-miR-520c	CD44	miRDB;miRTarBase;miRWalk	16	711	1	0.3606825569593123
hsa-miR-520c	GPC3	miRTarBase;miRWalk	16	311	1	0.3337216066062452
hsa-miR-520c	IRF2	TargetScan;miRTarBase	16	86	1	0.4903780596499828
hsa-miR-520c	MTOR	TarBase;miRTarBase;miRWalk	16	960	1	0.2640997386009843
hsa-miR-520c	RAB22A	TargetScan;miRTarBase;miRWalk	16	35	1	0.6896940596783692
hsa-miR-520c	SIRT1	TarBase;miRTarBase;miRWalk	16	676	1	0.251933958389496
hsa-miR-520c	STAT3	miRTarBase;miRWalk	16	1193	1	0.2705654370106263
hsa-miR-520d	ATG12	miRTarBase;miRWalk	10	55	1	0.3606096388619198
hsa-miR-520d	EPHA2	TargetScan;miRDB;miRTarBase	10	187	1	0.565018255188415
hsa-miR-520d	HDAC1	miRDB;miRTarBase	10	277	1	0.4443169991102713
hsa-miR-520d	LDLR	miRTarBase;miRWalk	10	336	1	0.2708487970865438
hsa-miR-520d	UHRF1	miRTarBase	10	125	1	0.5467978313348739
hsa-miR-520e	CD46	miRTarBase	7	258	1	0.1765781898343084
hsa-miR-520e	MAP4K4	miRTarBase;miRWalk	7	80	1	0.297438148893816
hsa-miR-520e	MTDH	miRTarBase;miRWalk	7	200	1	0.4949491154838302
hsa-miR-520e	PFKP	TargetScan;miRTarBase	7	19	1	0.3927560102538491
hsa-miR-520e	ZBTB7A	TargetScan;miRTarBase;miRWalk	7	103	1	0.4033467436889563
hsa-miR-520f	SOX9	TargetScan;miRDB;miRTarBase;miRWalk	11	466	1	0.3108209222472497
hsa-miR-520g	SMAD7	miRTarBase;miRWalk	6	269	1	0.3058600073705617
hsa-miR-520g	VEGFA	miRTarBase;miRWalk	6	1899	1	0.1514661907711001
hsa-miR-520h	ABCG2	miRTarBase;miRWalk	20	420	1	0.5258028779759394
hsa-miR-520h	APOA1	miRTarBase	20	416	1	0.3768904462123945
hsa-miR-520h	CDKN1A	TarBase;miRTarBase;miRWalk	20	490	1	0.5584879000943364
hsa-miR-520h	HDAC1	miRTarBase	20	277	1	0.7116181654414632
hsa-miR-520h	VEGFA	TarBase;miRTarBase;miRWalk	20	1899	1	0.3366633819273232
hsa-miR-521	ERCC8	miRTarBase;miRWalk	3	175	1	0.1787049090277797
hsa-miR-522	E2F2	miRTarBase;miRWalk	12	75	1	0.6989118220361514
hsa-miR-522	FXN	miRTarBase;miRWalk	12	220	1	0.2201440452049607
hsa-miR-524	BRAF	miRTarBase;miRWalk	26	1228	1	0.4637020419801436
hsa-miR-524	CDK2	miRTarBase;miRWalk	26	270	1	0.6594380689865228
hsa-miR-524	IL33	miRTarBase	26	487	1	0.3547705527887398
hsa-miR-524	KIF2A	miRDB;miRTarBase;miRWalk	26	81	1	0.5384072847424338
hsa-miR-524	TTK	miRTarBase	26	112	1	0.5592655255420966
hsa-miR-524	WEE1	miRDB;miRTarBase	26	116	1	0.6822553395378638
hsa-miR-525	ARRB1	TarBase;miRTarBase;miRWalk	21	92	1	0.555651558647405
hsa-miR-525	CSDE1	miRDB;miRTarBase	21	16	1	0.2821450684777113
hsa-miR-525	ESD	TarBase;miRTarBase	21	48	1	0.2992415388060868
hsa-miR-525	HOXD10	miRTarBase;miRWalk	21	83	1	0.8066298412157155
hsa-miR-525	PPIG	TarBase;miRTarBase;miRWalk	21	203	1	0.4323172294341534
hsa-miR-525	ZNF395	miRTarBase;miRWalk	21	42	1	0.2656519014330858
hsa-miR-526b	MAPRE1	miRDB;miRTarBase;miRWalk	19	35	1	0.6937485833543316
hsa-miR-526b	MMP1	miRTarBase;miRWalk	19	589	1	0.3974048070943956
hsa-miR-526b	SIK2	miRTarBase;miRWalk	19	38	1	0.7160560828731353
hsa-miR-527	GPC3	miRDB;miRTarBase	11	311	1	0.4707781570252593
hsa-miR-527	PCNA	miRTarBase	11	581	1	0.4493264901093702
hsa-miR-527	SP1	miRTarBase;miRWalk	11	209	1	0.5243558369354844
hsa-miR-532	ACTA2-AS1	miRTarBase	65	14	1	0.1861351628229287
hsa-miR-532	CXCL2	TargetScan;miRDB;miRTarBase	65	186	1	0.7158478854037248
hsa-miR-532	FASN	miRTarBase	65	245	1	0.7897490211508595
hsa-miR-532	KRAS	TargetScan;miRDB;miRTarBase;miRWalk	65	1213	1	0.6564647354844433
hsa-miR-532	PDPN	TargetScan;miRTarBase;miRWalk	65	256	1	0.6387981706806626
hsa-miR-532	RUNX3	miRTarBase;miRWalk	65	281	1	0.800576991590391
hsa-miR-532	STAT3	miRTarBase;miRWalk	65	1193	1	0.6514115443463746
hsa-miR-532	TERT	miRTarBase;miRWalk	65	703	1	0.6997901149039655
hsa-miR-532	TRAF1	miRTarBase;miRWalk	65	119	1	0.7544293993175702
hsa-miR-532	TRAF2	miRDB;miRTarBase	65	111	1	0.6287724414592175
hsa-miR-532	TRAF4	miRTarBase;miRWalk	65	61	1	0.3560720717009965
hsa-miR-532	TROAP	miRTarBase	65	21	1	0.1861351628229287
hsa-miR-539	CARD11	miRTarBase;miRWalk	33	89	1	0.409642553758653
hsa-miR-539	CDK4	miRTarBase;miRWalk	33	433	1	0.6428590273016868
hsa-miR-539	CTBP1	TargetScan;miRDB;miRTarBase	33	154	1	0.6904793862503278
hsa-miR-539	IRAK3	miRTarBase	33	59	1	0.5722266039623558
hsa-miR-539	TRIAP1	miRTarBase	33	21	1	0.3091344165588167
hsa-miR-539	TWIST1	TarBase;miRTarBase	33	559	1	0.5598893324743509
hsa-miR-539	ZEB1	TarBase;miRTarBase;miRWalk	33	310	1	0.6272774561677963
hsa-miR-541	CCND1	miRTarBase;miRWalk	16	859	1	0.3228986099078174
hsa-miR-541	CDK6	miRTarBase	16	266	1	0.5186579311087193
hsa-miR-541	ERBB2	TarBase;miRTarBase;miRWalk	16	995	1	0.3264083132543512
hsa-miR-542	AKT1	miRTarBase	46	1250	1	0.5604085943430148
hsa-miR-542	ANGPT2	TargetScan;miRDB;miRTarBase;miRWalk	46	457	1	0.6422387235465568
hsa-miR-542	ATG7	miRTarBase	46	179	1	0.5978882972388797
hsa-miR-542	BIRC5	TarBase;miRDB;miRTarBase;miRWalk	46	199	1	0.7886327071409904
hsa-miR-542	BMP7	TargetScan;miRDB;miRTarBase	46	197	1	0.7743687963441434
hsa-miR-542	COX2	miRTarBase	46	875	1	0.5284085109993529
hsa-miR-542	CTTN	miRTarBase;miRWalk	46	124	1	0.5451323731378228
hsa-miR-542	EGFR	miRTarBase;miRWalk	46	1394	1	0.5620443223555259
hsa-miR-542	IGFBP1	miRTarBase	46	191	1	0.7826534922260799
hsa-miR-542	ILK	TargetScan;miRDB;miRTarBase;miRWalk	46	192	1	0.7524662478593738
hsa-miR-542	MMP9	miRTarBase	46	1337	1	0.5154598273242924
hsa-miR-542	MTDH	TarBase;miRTarBase	46	200	1	0.7330368573262871
hsa-miR-542	OTUB1	TargetScan;miRDB;miRTarBase;miRWalk	46	38	1	0.4534174839775697
hsa-miR-542	PIK3R1	miRDB;miRTarBase;miRWalk	46	285	1	0.5759527886570874
hsa-miR-542	PIM1	miRTarBase	46	224	1	0.6307435721426262
hsa-miR-542	TGFB1	miRTarBase	46	1558	1	0.5240424742744618
hsa-miR-543	HMGA2	TargetScan;miRDB;miRTarBase;miRWalk	50	382	1	0.8316347273825543
hsa-miR-543	KLF6	miRTarBase	50	204	1	0.8960897110133758
hsa-miR-543	KRAS	TargetScan;miRDB;miRTarBase;miRWalk	50	1213	1	0.6166677411098123
hsa-miR-543	MAPK1	TargetScan;miRTarBase;miRWalk	50	1059	1	0.6150540130954014
hsa-miR-543	MTA1	TargetScan;miRTarBase	50	118	1	0.8824367042074892
hsa-miR-543	PTEN	TargetScan;miRTarBase	50	1349	1	0.5781288686249436
hsa-miR-543	PTK2	miRTarBase	50	205	1	0.8142489455559371
hsa-miR-543	SIRT1	TargetScan;miRDB;miRTarBase	50	676	1	0.60982881663061
hsa-miR-543	STK31	miRTarBase	50	19	1	0.375852190709215
hsa-miR-543	TWIST1	TarBase;TargetScan;miRDB;miRTarBase	50	559	1	0.6614670228573273
hsa-miR-544a	BCL6	miRTarBase	9	309	1	0.2531022171092377
hsa-miR-544a	BMI1	TarBase;miRTarBase	9	309	1	0.3018198469752575
hsa-miR-544a	CDH1	miRDB;miRTarBase;miRWalk	9	508	1	0.3763618513336724
hsa-miR-544a	E2F5	TargetScan;miRTarBase	9	31	1	0.2027796882552186
hsa-miR-544a	HOXA10	miRTarBase	9	122	1	0.3555004774569884
hsa-miR-544a	STAT3	TarBase;miRTarBase	9	1193	1	0.2434555805284252
hsa-miR-545	CDK4	miRTarBase	35	433	1	0.7362921650561479
hsa-miR-545	PRKCI	miRTarBase	35	78	1	0.6737891397086241
hsa-miR-545	SNAI2	miRDB;miRTarBase	35	189	1	0.7419062208453762
hsa-miR-545	WNT5A	miRTarBase	35	375	1	0.6920269536945587
hsa-miR-545	ZEB2	miRTarBase	35	292	1	0.5999194202847038
hsa-miR-548a	TPX2	miRTarBase	5	122	1	0.1742524246561954
hsa-miR-548ag	DNMT3B	miRTarBase;miRWalk	2	315	1	0.1467273693624891
hsa-miR-548b	CCNB1	miRDB;miRTarBase;miRWalk	14	155	1	0.5254350041899871
hsa-miR-548b	HMGB1	miRTarBase;miRWalk	14	724	1	0.2848743370718873
hsa-miR-548b	SP1	miRTarBase	14	209	1	0.4335720315293191
hsa-miR-548c	ACVR1C	miRDB;miRTarBase;miRWalk	15	31	1	0.2607437680342781
hsa-miR-548c	FOXC2	miRTarBase	15	168	1	0.3061941772572294
hsa-miR-548c	IL6ST	miRDB;miRTarBase;miRWalk	15	260	1	0.3703253741395724
hsa-miR-548d	BRD4	miRTarBase;miRWalk	10	335	1	0.2899834120849651
hsa-miR-548d	ERBB2	TarBase;miRDB;miRTarBase	10	995	1	0.2789572204119036
hsa-miR-548d	FOXD3	miRTarBase	10	78	1	0.3170868534977195
hsa-miR-548d	GKN1	miRDB;miRTarBase	10	55	1	0.5077797432537253
hsa-miR-548d	PPARA	miRTarBase;miRWalk	10	408	1	0.1773148477071978
hsa-miR-548i	OGN	miRDB;miRTarBase	3	55	1	0.0432288475754855
hsa-miR-548j	TNS1	miRTarBase	2	38	1	0.1453930342211485
hsa-miR-548m	HDAC6	miRTarBase	6	288	1	0.2295913723747735
hsa-miR-548p	APOB	miRTarBase	2	339	1	0.0230229476458965
hsa-miR-548p	LAMTOR5	miRTarBase	2	38	1	0.1472594706281189
hsa-miR-550a	CPEB4	miRTarBase;miRWalk	11	70	1	0.4045275219119977
hsa-miR-550a	HSP90AA1	miRTarBase;miRWalk	11	455	1	0.2674035632026393
hsa-miR-550a	MAPK1	miRTarBase;miRWalk	11	1059	1	0.1909558527973125
hsa-miR-550a	MAPK3	miRTarBase	11	647	1	0.247167083501596
hsa-miR-551a	CKB	miRTarBase	4	73	1	0.1960762601737221
hsa-miR-551a	PTP4A3	miRTarBase	4	106	1	0.2601504265170696
hsa-miR-551b	AQP3	miRTarBase;miRWalk	20	124	1	0.2546556328576412
hsa-miR-551b	CRYAA	miRTarBase;miRWalk	20	40	1	0.1524824415543828
hsa-miR-551b	PVT1	miRTarBase	20	190	1	0.5188525017306094
hsa-miR-551b	STAT3	miRTarBase;miRWalk	20	1193	1	0.2379095459849192
hsa-miR-552	DACH1	miRDB;miRTarBase;miRWalk	23	74	1	0.6926022968716127
hsa-miR-552	ERBB2	TarBase;miRTarBase;miRWalk	23	995	1	0.4461344404896091
hsa-miR-552	FOXM1	miRTarBase	23	323	1	0.5399862204722199
hsa-miR-552	PCDH10	miRDB;miRTarBase;miRWalk	23	87	1	0.7057291758789526
hsa-miR-552	PIK3R2	miRTarBase	23	120	1	0.4000514279804657
hsa-miR-552	SMAD4	miRDB;miRTarBase;miRWalk	23	575	1	0.4796879703520227
hsa-miR-556	PPP2R2A	miRTarBase	15	42	1	0.5366955701653713
hsa-miR-557	EGFR	miRTarBase	8	1394	1	0.2174950075034364
hsa-miR-557	KRAS	miRTarBase;miRWalk	8	1213	1	0.2222961900616648
hsa-miR-5571	ENO4	miRTarBase	4	5	1	0.0
hsa-miR-5571	INTU	miRTarBase;miRWalk	4	134	1	0.1442799969187551
hsa-miR-5571	KIF27	miRTarBase	4	1	1	0.0
hsa-miR-5571	PACRG	miRTarBase	4	19	1	0.1870661689373657
hsa-miR-5571	STK36	miRTarBase	4	47	1	0.1206837458180945
hsa-miR-5572	SLC30A3	miRTarBase;miRWalk	1	40	1	0.0
hsa-miR-558	PTGS2	TarBase;miRTarBase	13	1234	1	0.2487008909970367
hsa-miR-5582	A1BG	miRTarBase	2	27	1	0.0927374844310233
hsa-miR-5582	CDK2	miRTarBase;miRWalk	2	270	1	0.1219220776963858
hsa-miR-5582	SHC1	miRDB;miRTarBase	2	80	1	0.0751762967526204
hsa-miR-5584	DKK1	miRDB;miRTarBase	1	372	1	0.0904723751794421
hsa-miR-559	ERBB2	TarBase;miRDB;miRTarBase	8	995	1	0.2373319096692198
hsa-miR-559	FXN	miRTarBase	8	220	1	0.0702263724214977
hsa-miR-559	MTA1	miRTarBase	8	118	1	0.3678622004615995
hsa-miR-561	NR0B1	miRDB;miRTarBase	9	222	1	0.1869420117149388
hsa-miR-562	EYA1	TarBase;miRTarBase	4	168	1	0.4783163944731246
hsa-miR-562	EZH2	miRTarBase	4	653	1	0.2365425485436447
hsa-miR-562	PVT1	miRTarBase	4	190	1	0.4406307508044584
hsa-miR-564	MTDH	miRTarBase;miRWalk	9	200	1	0.507002559571178
hsa-miR-564	PCSK9	miRTarBase	9	257	1	0.3070450383987553
hsa-miR-564	TMEM63C	miRTarBase	9	4	1	0.0
hsa-miR-566	GABPB1-AS1	miRTarBase	6	3	1	0.0
hsa-miR-567	CDK8	miRTarBase	13	82	1	0.367867168102657
hsa-miR-569	SPI1	miRTarBase	2	58	1	0.0
hsa-miR-570	CD274	miRDB;miRTarBase	12	1011	1	0.3880606186675484
hsa-miR-570	EYA3	miRDB;miRTarBase;miRWalk	12	13	1	0.3692641688249228
hsa-miR-570	FUT8	miRDB;miRTarBase;miRWalk	12	91	1	0.2557307492107556
hsa-miR-570	HDAC1	miRTarBase	12	277	1	0.4988094680393662
hsa-miR-570	KLF10	miRTarBase	12	60	1	0.3873282404701404
hsa-miR-5703	SRC	miRTarBase;miRWalk	4	265	1	0.259752133645105
hsa-miR-572	CDKN1A	TarBase;miRTarBase;miRWalk	10	490	1	0.3221696998306363
hsa-miR-573	ARHGAP26	miRTarBase;miRWalk	11	47	1	0.3740010838352764
hsa-miR-573	MCAM	miRTarBase	11	169	1	0.3285536168130881
hsa-miR-573	TSPAN1	TarBase;miRTarBase	11	56	1	0.2930946933623176
hsa-miR-574	ACVR1B	miRTarBase;miRWalk	60	41	1	0.518425690244604
hsa-miR-574	ADM	miRTarBase;miRWalk	60	405	1	0.7112041507692418
hsa-miR-574	CCND2	miRTarBase;miRWalk	60	241	1	0.7577111844328339
hsa-miR-574	CTDSP1	miRTarBase;miRWalk	60	25	1	0.2518217328341667
hsa-miR-574	CUL2	miRTarBase;miRWalk	60	26	1	0.2984155615858713
hsa-miR-574	EGFR	TarBase;miRTarBase;miRWalk	60	1394	1	0.5882292859442328
hsa-miR-574	EP300	TarBase;miRTarBase;miRWalk	60	345	1	0.6635217722640862
hsa-miR-574	FOXN3	miRDB;miRTarBase;miRWalk	60	40	1	0.3638241894763792
hsa-miR-574	HDAC9	miRTarBase;miRWalk	60	340	1	0.6174421795313324
hsa-miR-574	HMGB1	miRTarBase;miRWalk	60	724	1	0.5955157932501138
hsa-miR-574	HOTTIP	miRTarBase	60	90	1	0.5980256723988628
hsa-miR-574	MAP3K9	miRTarBase;miRWalk	60	22	1	0.3008996408176478
hsa-miR-574	ND5	miRTarBase	60	241	1	0.495264865583482
hsa-miR-574	RAC1	TarBase;miRTarBase;miRWalk	60	415	1	0.7724767891335489
hsa-miR-574	RXRA	miRDB;miRTarBase;miRWalk	60	132	1	0.7035372953293074
hsa-miR-574	SMAD4	miRDB;miRTarBase;miRWalk	60	575	1	0.6802308252750752
hsa-miR-575	BRCA1	miRDB;miRTarBase;miRWalk	9	747	1	0.3134758704816963
hsa-miR-575	CDKN1B	miRTarBase	9	454	1	0.423017338447237
hsa-miR-576	CSNK1A1L	miRTarBase	25	1	1	0.0
hsa-miR-576	ZBTB4	miRTarBase;miRWalk	25	18	1	0.2481398127436312
hsa-miR-577	FOXP1	miRTarBase	21	317	1	0.4925130929957299
hsa-miR-578	HMGA2	miRDB;miRTarBase	9	382	1	0.3893665076475847
hsa-miR-5787	ELF5	miRTarBase;miRWalk	4	34	1	0.1254538400000411
hsa-miR-5787	TLR4	miRTarBase;miRWalk	4	1174	1	0.1473793391440974
hsa-miR-579	BRAF	miRTarBase;miRWalk	22	1228	1	0.4040337552847042
hsa-miR-579	DDX58	miRTarBase;miRWalk	22	144	1	0.5102785387441813
hsa-miR-579	FZD3	miRDB;miRTarBase;miRWalk	22	39	1	0.5550508741788814
hsa-miR-579	LGALS8	miRTarBase	22	51	1	0.5958719226842148
hsa-miR-579	MMP13	miRTarBase	22	328	1	0.5218840608331727
hsa-miR-579	SLCO1B3	miRTarBase	22	87	1	0.509126209891481
hsa-miR-580	OAS2	miRTarBase	8	38	1	0.0429007951156345
hsa-miR-580	TWIST1	miRDB;miRTarBase	8	559	1	0.2709913625607972
hsa-miR-581	DICER1	miRDB;miRTarBase	4	302	1	0.1868125343226855
hsa-miR-581	EDEM1	miRTarBase;miRWalk	4	13	1	0.1982760779601675
hsa-miR-582	CREB1	TargetScan;miRDB;miRTarBase;miRWalk	42	294	1	0.69473139208913
hsa-miR-582	CXCL14	miRTarBase	42	125	1	0.7349511593845992
hsa-miR-582	EFNB2	miRDB;miRTarBase	42	109	1	0.7375833344844444
hsa-miR-582	F2RL2	miRTarBase	42	56	1	0.7249019807176066
hsa-miR-582	MCL1	TarBase;miRTarBase;miRWalk	42	375	1	0.7126892506470888
