miRNA	gene	support type	miR_disease_num	gene_disease_num	label	MISIM_value
hsa-miR-200b	QRSL1	miRTarBase	112	109	1	0.5297279772121062
hsa-miR-200b	RAB18	TarBase;TargetScan;miRTarBase	112	113	1	0.5001863046220815
hsa-miR-200b	RAB21	TarBase;TargetScan;miRTarBase;miRWalk	112	15	1	0.2102449549040615
hsa-miR-200b	RAB23	TarBase;TargetScan;miRTarBase;miRWalk	112	144	1	0.5536301619497248
hsa-miR-200b	RAB3B	TarBase;TargetScan;miRTarBase;miRWalk	112	5	1	0.2398039733535148
hsa-miR-200b	RAC1	TargetScan;miRTarBase;miRWalk	112	415	1	0.8579074202999817
hsa-miR-200b	RERE	miRTarBase	112	215	1	0.6219995185088778
hsa-miR-200b	RHOA	TargetScan;miRDB;miRTarBase	112	193	1	0.7789541180791844
hsa-miR-200b	RND3	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	112	46	1	0.5739967428375884
hsa-miR-200b	RNF2	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	112	63	1	0.4302055342063586
hsa-miR-200b	ROCK2	TarBase;TargetScan;miRTarBase;miRWalk	112	154	1	0.7372552369167713
hsa-miR-200b	SEC23A	TarBase;TargetScan;miRDB;miRTarBase	112	73	1	0.3730715982622681
hsa-miR-200b	SMAD2	TargetScan;miRTarBase;miRWalk	112	289	1	0.7238005312183311
hsa-miR-200b	SNAI2	TargetScan;miRDB;miRTarBase	112	189	1	0.7732706667774698
hsa-miR-200b	SP1	TarBase;TargetScan;miRTarBase;miRWalk	112	209	1	0.854363431503484
hsa-miR-200b	SUZ12	TargetScan;miRDB;miRTarBase;miRWalk	112	165	1	0.5609619762124809
hsa-miR-200b	VEGFA	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	112	1899	1	0.693386659409081
hsa-miR-200b	WASF3	TargetScan;miRTarBase;miRWalk	112	83	1	0.5391099072166629
hsa-miR-200b	WNT1	miRTarBase;miRWalk	112	216	1	0.8524724053481023
hsa-miR-200b	XIAP	TarBase;TargetScan;miRTarBase;miRWalk	112	321	1	0.7650832820478166
hsa-miR-200b	ZEB1	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	112	310	1	0.8116974359999158
hsa-miR-200b	ZEB2	TargetScan;miRDB;miRTarBase	112	292	1	0.6964611168163166
hsa-miR-200b	ZFPM2	TargetScan;miRTarBase;miRWalk	112	142	1	0.6771181453118743
hsa-miR-200c	ACE2	TargetScan;miRTarBase	154	253	1	0.7226927170618209
hsa-miR-200c	ACVR2B	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	70	1	0.4805541352818623
hsa-miR-200c	AR	miRTarBase;miRWalk	154	854	1	0.8757064983825014
hsa-miR-200c	ATP2A2	TargetScan;miRTarBase	154	159	1	0.6381886738777539
hsa-miR-200c	ATRX	miRTarBase;miRWalk	154	412	1	0.6426569328014105
hsa-miR-200c	BCL2	TarBase;TargetScan;miRTarBase;miRWalk	154	1456	1	0.8181516373710523
hsa-miR-200c	BMI1	TarBase;TargetScan;miRTarBase	154	309	1	0.7825041326145578
hsa-miR-200c	BRD7	miRTarBase;miRWalk	154	46	1	0.4063962453470589
hsa-miR-200c	BRMS1	miRTarBase	154	72	1	0.3640311443624904
hsa-miR-200c	BTC	miRTarBase	154	51	1	0.3885930391216315
hsa-miR-200c	CCNE2	TarBase;miRTarBase	154	59	1	0.4499806651781758
hsa-miR-200c	CD44	miRTarBase;miRWalk	154	711	1	0.8895638887120397
hsa-miR-200c	CDH11	TarBase;TargetScan;miRTarBase;miRWalk	154	203	1	0.6488788494116459
hsa-miR-200c	CDK2	TargetScan;miRTarBase;miRWalk	154	270	1	0.7730413839818175
hsa-miR-200c	CFL2	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	73	1	0.2827051435583128
hsa-miR-200c	CRKL	TargetScan;miRDB;miRTarBase	154	140	1	0.4433675112681399
hsa-miR-200c	DLC1	TargetScan;miRTarBase	154	144	1	0.7324478747630709
hsa-miR-200c	DNMT3A	TarBase;TargetScan;miRDB;miRTarBase	154	350	1	0.7923307928485747
hsa-miR-200c	DNMT3B	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	315	1	0.7896462078375109
hsa-miR-200c	DUSP1	TargetScan;miRDB;miRTarBase	154	214	1	0.7417042615880661
hsa-miR-200c	E2F3	TargetScan;miRTarBase;miRWalk	154	98	1	0.5726985426623619
hsa-miR-200c	EDNRA	TarBase;miRTarBase;miRWalk	154	427	1	0.854963692074518
hsa-miR-200c	EFNA1	TargetScan;miRDB;miRTarBase;miRWalk	154	69	1	0.3960338200160203
hsa-miR-200c	EGFR	miRTarBase	154	1394	1	0.8099772487498005
hsa-miR-200c	ERRFI1	TarBase;TargetScan;miRDB;miRTarBase	154	71	1	0.5791998581876951
hsa-miR-200c	ETS1	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	327	1	0.787534185237092
hsa-miR-200c	ETV5	TargetScan;miRDB;miRTarBase	154	121	1	0.6029893815176554
hsa-miR-200c	FBLN5	TarBase;miRTarBase	154	150	1	0.5709651997336286
hsa-miR-200c	FERMT2	TargetScan;miRDB;miRTarBase	154	80	1	0.4728624594997951
hsa-miR-200c	FLNA	miRTarBase	154	571	1	0.7321407412104384
hsa-miR-200c	FLT1	TarBase;TargetScan;miRTarBase	154	424	1	0.8814683634889032
hsa-miR-200c	FN1	TarBase;TargetScan;miRDB;miRTarBase	154	724	1	0.841898789367156
hsa-miR-200c	GATA4	TargetScan;miRDB;miRTarBase	154	336	1	0.7217688465606844
hsa-miR-200c	HFE	miRTarBase;miRWalk	154	415	1	0.68054887936442
hsa-miR-200c	HIF1A	miRTarBase;miRWalk	154	1044	1	0.8207242394523793
hsa-miR-200c	IKBKB	TarBase;TargetScan;miRTarBase;miRWalk	154	191	1	0.6800420110955511
hsa-miR-200c	ITGA3	miRTarBase;miRWalk	154	111	1	0.605970328641862
hsa-miR-200c	ITGB4	miRTarBase	154	171	1	0.7031171691190048
hsa-miR-200c	KLF9	TarBase;TargetScan;miRTarBase	154	77	1	0.5362681470695321
hsa-miR-200c	KRAS	TarBase;TargetScan;miRTarBase;miRWalk	154	1213	1	0.7783445672476776
hsa-miR-200c	LINC02582	miRTarBase	154	2	1	0.0
hsa-miR-200c	LPAR1	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	145	1	0.6642213929728851
hsa-miR-200c	MALAT1	miRTarBase	154	336	1	0.7736365176069452
hsa-miR-200c	MSN	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	140	1	0.5821513039582252
hsa-miR-200c	MYB	TarBase;TargetScan;miRTarBase	154	206	1	0.6557233810279856
hsa-miR-200c	MYLK	TargetScan;miRTarBase;miRWalk	154	199	1	0.6800479163695219
hsa-miR-200c	NCAM1	TargetScan;miRDB;miRTarBase;miRWalk	154	445	1	0.7447316692940171
hsa-miR-200c	NOTCH1	TarBase;TargetScan;miRDB;miRTarBase	154	693	1	0.8166405322599836
hsa-miR-200c	NRP1	miRTarBase;miRWalk	154	246	1	0.8104876136904511
hsa-miR-200c	NTF3	TargetScan;miRTarBase	154	170	1	0.7388425427859469
hsa-miR-200c	NTRK2	TarBase;miRTarBase;miRWalk	154	284	1	0.624543170170052
hsa-miR-200c	PIN1	TargetScan;miRTarBase;miRWalk	154	212	1	0.8625975941447728
hsa-miR-200c	PTEN	TargetScan;miRTarBase;miRWalk	154	1349	1	0.7903702869521358
hsa-miR-200c	PTPN13	TargetScan;miRTarBase	154	77	1	0.3875127872678303
hsa-miR-200c	RAC1	TargetScan;miRTarBase	154	415	1	0.8365607352363822
hsa-miR-200c	RCOR3	miRTarBase	154	5	1	0.1302831549115606
hsa-miR-200c	RHOA	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	193	1	0.8063402737148846
hsa-miR-200c	RND3	TargetScan;miRDB;miRTarBase;miRWalk	154	46	1	0.5423692555530751
hsa-miR-200c	RNF2	TarBase;TargetScan;miRDB;miRTarBase	154	63	1	0.4242042667222359
hsa-miR-200c	ROCK2	TarBase;TargetScan;miRTarBase;miRWalk	154	154	1	0.6909434015042369
hsa-miR-200c	SEC23A	TarBase;TargetScan;miRDB;miRTarBase	154	73	1	0.3519451334592535
hsa-miR-200c	SERPINC1	TargetScan;miRTarBase	154	184	1	0.6742296016642669
hsa-miR-200c	SP1	TarBase;TargetScan;miRTarBase;miRWalk	154	209	1	0.8969242795704253
hsa-miR-200c	STAT3	miRTarBase	154	1193	1	0.7999735462052496
hsa-miR-200c	SUZ12	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	165	1	0.5584929152969111
hsa-miR-200c	TBK1	TargetScan;miRDB;miRTarBase;miRWalk	154	207	1	0.5108962339451839
hsa-miR-200c	TIMP2	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	404	1	0.8086490741458315
hsa-miR-200c	TUBB3	TargetScan;miRDB;miRTarBase	154	259	1	0.6577045462873149
hsa-miR-200c	UBQLN1	TargetScan;miRDB;miRTarBase	154	49	1	0.3483352904485987
hsa-miR-200c	USP25	TarBase;TargetScan;miRTarBase	154	21	1	0.2682127985157344
hsa-miR-200c	VEGFA	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	1899	1	0.7433974959523244
hsa-miR-200c	XIAP	TarBase;TargetScan;miRTarBase;miRWalk	154	321	1	0.7985209238752455
hsa-miR-200c	YWHAG	TargetScan;miRDB;miRTarBase;miRWalk	154	85	1	0.3261525686449169
hsa-miR-200c	ZEB1	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	310	1	0.8217780216472634
hsa-miR-200c	ZEB2	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	292	1	0.6820679978618083
hsa-miR-200c	ZFPM1	miRTarBase	154	32	1	0.1752494193874699
hsa-miR-200c	ZFPM2	TargetScan;miRTarBase;miRWalk	154	142	1	0.6699852440746167
hsa-miR-200c	ZNF217	TargetScan;miRDB;miRTarBase;miRWalk	154	66	1	0.5042216488167406
hsa-miR-202	ARL5A	miRDB;miRTarBase;miRWalk	55	4	1	0.037259039419103
hsa-miR-202	BDNF	miRTarBase;miRWalk	55	992	1	0.5267766281390343
hsa-miR-202	COL6A1	miRTarBase	55	164	1	0.4372651764020771
hsa-miR-202	COL6A2	miRTarBase;miRWalk	55	124	1	0.2627951985671324
hsa-miR-202	COL6A3	miRDB;miRTarBase	55	156	1	0.3280138097790086
hsa-miR-202	FN1	miRTarBase	55	724	1	0.5274097921689749
hsa-miR-202	GLI1	miRTarBase	55	369	1	0.6694480695366686
hsa-miR-202	HAS2	TarBase;miRDB;miRTarBase;miRWalk	55	85	1	0.5072495641853444
hsa-miR-202	HK2	miRDB;miRTarBase;miRWalk	55	152	1	0.5110933118529192
hsa-miR-202	LRP6	miRTarBase	55	134	1	0.5640813583225451
hsa-miR-202	MMP11	miRDB;miRTarBase	55	130	1	0.7580302377085554
hsa-miR-202	PDCD4	miRTarBase;miRWalk	55	198	1	0.7158130138899786
hsa-miR-202	TGFBR1	TargetScan;miRTarBase	55	347	1	0.5847002151951665
hsa-miR-202	TRIM25	miRTarBase;miRWalk	55	58	1	0.4354444224355649
hsa-miR-202	USP15	TargetScan;miRDB;miRTarBase;miRWalk	55	28	1	0.3251945549409726
hsa-miR-203a	ABCE1	TarBase;miRDB;miRTarBase;miRWalk	83	41	1	0.6377348053772811
hsa-miR-203a	ABL1	miRDB;miRTarBase	83	395	1	0.6145366002296581
hsa-miR-203a	AGO2	miRTarBase;miRWalk	83	186	1	0.5934383313879249
hsa-miR-203a	AKT2	miRTarBase;miRWalk	83	264	1	0.7263701388177616
hsa-miR-203a	ASAP1	miRTarBase;miRWalk	83	112	1	0.5988180595526856
hsa-miR-203a	ATM	miRDB;miRTarBase;miRWalk	83	684	1	0.7097571866809465
hsa-miR-203a	BCL2L2	miRTarBase;miRWalk	83	66	1	0.3811065931909265
hsa-miR-203a	BIRC5	TarBase;miRTarBase;miRWalk	83	199	1	0.8313360920087685
hsa-miR-203a	BMI1	TarBase;miRDB;miRTarBase	83	309	1	0.7600683082158679
hsa-miR-203a	CASK	TarBase;miRDB;miRTarBase	83	193	1	0.474545933840064
hsa-miR-203a	CAV1	miRTarBase	83	633	1	0.7130196094488884
hsa-miR-203a	CBLL1	miRDB;miRTarBase;miRWalk	83	13	1	0.2132700968532023
hsa-miR-203a	CDK6	miRTarBase;miRWalk	83	266	1	0.7206126403089681
hsa-miR-203a	CREB1	miRDB;miRTarBase;miRWalk	83	294	1	0.6809489363381799
hsa-miR-203a	DKK2	miRTarBase	83	74	1	0.3725482588918974
hsa-miR-203a	DLX5	TarBase;miRTarBase	83	69	1	0.4686633820917519
hsa-miR-203a	E2F1	miRTarBase	83	324	1	0.7674400261035543
hsa-miR-203a	E2F3	miRTarBase;miRWalk	83	98	1	0.5635390831684346
hsa-miR-203a	EDNRA	miRTarBase	83	427	1	0.744956597812412
hsa-miR-203a	EYA4	miRDB;miRTarBase;miRWalk	83	82	1	0.5011479137715187
hsa-miR-203a	FOS	miRTarBase;miRWalk	83	531	1	0.7224943106473453
hsa-miR-203a	GDAP1	miRTarBase;miRWalk	83	96	1	0.2466167680814962
hsa-miR-203a	IFIT1	miRDB;miRTarBase	83	39	1	0.4355259513750869
hsa-miR-203a	IGFBP5	miRDB;miRTarBase	83	126	1	0.6459150929973304
hsa-miR-203a	IL24	miRDB;miRTarBase	83	202	1	0.6282284104621738
hsa-miR-203a	ING1	miRTarBase;miRWalk	83	99	1	0.646035354139915
hsa-miR-203a	IRS1	miRTarBase;miRWalk	83	233	1	0.6996062010505953
hsa-miR-203a	JUN	miRDB;miRTarBase	83	344	1	0.8027618061877476
hsa-miR-203a	KIF2A	miRDB;miRTarBase;miRWalk	83	81	1	0.4464732022557688
hsa-miR-203a	KIF5B	miRDB;miRTarBase	83	67	1	0.5109685859032801
hsa-miR-203a	LASP1	miRDB;miRTarBase;miRWalk	83	85	1	0.5237494978385495
hsa-miR-203a	LIFR	miRDB;miRTarBase	83	198	1	0.6484440147209624
hsa-miR-203a	LIN28B	miRDB;miRTarBase;miRWalk	83	126	1	0.580984186801426
hsa-miR-203a	MAP3K1	miRDB;miRTarBase;miRWalk	83	136	1	0.7430708432817577
hsa-miR-203a	MET	miRTarBase	83	594	1	0.7330401315080641
hsa-miR-203a	MMP10	miRTarBase	83	123	1	0.7862362228069332
hsa-miR-203a	MYD88	miRTarBase;miRWalk	83	480	1	0.5487199212792454
hsa-miR-203a	PIK3CA	miRTarBase	83	1511	1	0.6565025245871156
hsa-miR-203a	PLD2	miRDB;miRTarBase	83	75	1	0.5672757797034363
hsa-miR-203a	RAN	miRTarBase	83	87	1	0.5253885308715595
hsa-miR-203a	RAPH1	miRTarBase	83	80	1	0.4307306443555934
hsa-miR-203a	RUNX2	TarBase;miRTarBase	83	405	1	0.72371547305813
hsa-miR-203a	SHC1	miRTarBase	83	80	1	0.596940034450986
hsa-miR-203a	SMAD4	TarBase;miRTarBase	83	575	1	0.6822652525078206
hsa-miR-203a	SMAD9	miRDB;miRTarBase	83	43	1	0.2334673873277907
hsa-miR-203a	SNAI1	miRTarBase	83	243	1	0.7081363295467937
hsa-miR-203a	SNAI2	miRDB;miRTarBase	83	189	1	0.6768836859148702
hsa-miR-203a	SOCS3	TarBase;miRTarBase	83	375	1	0.7371716947140542
hsa-miR-203a	SOCS6	TarBase;miRTarBase	83	57	1	0.411655224764604
hsa-miR-203a	SRC	miRDB;miRTarBase	83	265	1	0.7702229016405535
hsa-miR-203a	TCF4	miRDB;miRTarBase;miRWalk	83	378	1	0.5967264770446374
hsa-miR-203a	TJP2	miRTarBase	83	37	1	0.2825546173020317
hsa-miR-203a	TNF	miRTarBase	83	2724	1	0.5522212820344423
hsa-miR-203a	TP63	TarBase;miRDB;miRTarBase	83	816	1	0.6094107961266151
hsa-miR-203a	TYMS	miRDB;miRTarBase	83	406	1	0.6776371318224637
hsa-miR-203a	USP26	miRTarBase;miRWalk	83	20	1	0.3921209120195899
hsa-miR-203a	UVRAG	miRTarBase;miRWalk	83	336	1	0.6115702807599313
hsa-miR-203a	VEGFA	miRDB;miRTarBase;miRWalk	83	1899	1	0.6133986178793612
hsa-miR-203a	ZEB2	miRDB;miRTarBase;miRWalk	83	292	1	0.5874710555876254
hsa-miR-203a	ZNF148	miRDB;miRTarBase;miRWalk	83	81	1	0.473107866376675
hsa-miR-203b	SNAI2	miRTarBase	9	189	1	0.3855888501457233
hsa-miR-204	ALPL	TargetScan;miRDB;miRTarBase;miRWalk	165	190	1	0.6762215521428779
hsa-miR-204	ANKRD13A	TargetScan;miRDB;miRTarBase;miRWalk	165	1	1	0.0
hsa-miR-204	AP1S2	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	165	93	1	0.4467542920525669
hsa-miR-204	ATG3	miRTarBase	165	30	1	0.2820012070176985
hsa-miR-204	BCL2	TarBase;TargetScan;miRTarBase;miRWalk	165	1456	1	0.8179761931621921
hsa-miR-204	BCL2L2	TarBase;TargetScan;miRTarBase;miRWalk	165	66	1	0.3278658201790394
hsa-miR-204	BDNF	TargetScan;miRDB;miRTarBase;miRWalk	165	992	1	0.7646734581654311
hsa-miR-204	BIRC2	TarBase;miRDB;miRTarBase	165	125	1	0.6693567547492463
hsa-miR-204	CDC42	miRTarBase;miRWalk	165	327	1	0.7808532086564751
hsa-miR-204	CREB1	TargetScan;miRDB;miRTarBase;miRWalk	165	294	1	0.8346080063901129
hsa-miR-204	CREB5	TargetScan;miRDB;miRTarBase;miRWalk	165	48	1	0.4667744598123557
hsa-miR-204	CXCR4	miRTarBase	165	739	1	0.8283354600288755
hsa-miR-204	DNM3OS	miRTarBase	165	18	1	0.2807441977117178
hsa-miR-204	EDEM1	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	165	13	1	0.1115922849449232
hsa-miR-204	EFNB2	miRTarBase;miRWalk	165	109	1	0.696599940328152
hsa-miR-204	ELOVL6	TargetScan;miRDB;miRTarBase;miRWalk	165	51	1	0.3807215909598849
hsa-miR-204	EZR	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	165	255	1	0.7345825542043113
hsa-miR-204	FOXC1	TarBase;TargetScan;miRTarBase	165	242	1	0.7303843897508553
hsa-miR-204	FZD1	TarBase;miRTarBase;miRWalk	165	77	1	0.4729934552283324
hsa-miR-204	GDF7	TargetScan;miRTarBase;miRWalk	165	10	1	0.1141262379138824
hsa-miR-204	HDAC2	miRTarBase;miRWalk	165	257	1	0.8209757957624253
hsa-miR-204	HIP1	miRTarBase;miRWalk	165	56	1	0.4991025657875759
hsa-miR-204	HMGA2	TargetScan;miRDB;miRTarBase;miRWalk	165	382	1	0.8183229059620575
hsa-miR-204	HMX1	TargetScan;miRDB;miRTarBase	165	23	1	0.1031706885086562
hsa-miR-204	HOXA10	TarBase;miRTarBase;miRWalk	165	122	1	0.6991663176277397
hsa-miR-204	IGFBP2	miRTarBase;miRWalk	165	241	1	0.751287616797006
hsa-miR-204	IL11	TarBase;miRDB;miRTarBase;miRWalk	165	244	1	0.7007439582000117
hsa-miR-204	IRF2	miRTarBase	165	86	1	0.5729198826795207
hsa-miR-204	ITPR1	TargetScan;miRDB;miRTarBase	165	185	1	0.6257381084068975
hsa-miR-204	M6PR	TarBase;TargetScan;miRTarBase;miRWalk	165	28	1	0.4038818779162804
hsa-miR-204	MALAT1	miRTarBase	165	336	1	0.8369589946239478
hsa-miR-204	MAP1LC3B	TargetScan;miRTarBase;miRWalk	165	167	1	0.7778984904359771
hsa-miR-204	MAP2K1	miRTarBase;miRWalk	165	389	1	0.6979739923161115
hsa-miR-204	MAP3K13	miRDB;miRTarBase;miRWalk	165	17	1	0.2315001145831636
hsa-miR-204	MEIS1	TarBase;TargetScan;miRTarBase	165	104	1	0.6858108257094045
hsa-miR-204	MEIS2	TargetScan;miRDB;miRTarBase	165	102	1	0.5085473359447095
hsa-miR-204	MMP9	miRTarBase	165	1337	1	0.7892044719168135
hsa-miR-204	MUC4	miRTarBase;miRWalk	165	183	1	0.716610802220336
hsa-miR-204	NTRK2	TarBase;miRTarBase;miRWalk	165	284	1	0.6722490219533569
hsa-miR-204	RAB22A	TarBase;TargetScan;miRTarBase;miRWalk	165	35	1	0.2233453786129563
hsa-miR-204	RAB40B	TarBase;miRTarBase;miRWalk	165	99	1	0.464814652829077
hsa-miR-204	RUNX2	TargetScan;miRTarBase;miRWalk	165	405	1	0.7632462341432423
hsa-miR-204	SERINC3	TargetScan;miRDB;miRTarBase;miRWalk	165	9	1	0.3751307594920972
hsa-miR-204	SERP1	TarBase;miRTarBase;miRWalk	165	20	1	0.2819538565340884
hsa-miR-204	SIPA1L1	miRTarBase;miRWalk	165	15	1	0.0226626402972856
hsa-miR-204	SIRT1	TargetScan;miRDB;miRTarBase	165	676	1	0.8745795351248786
hsa-miR-204	SIX1	miRTarBase	165	200	1	0.6837310033605256
hsa-miR-204	SMAD4	miRTarBase;miRWalk	165	575	1	0.811741360005757
hsa-miR-204	SNAI1	miRTarBase	165	243	1	0.6927965825363854
hsa-miR-204	SNAI2	TarBase;miRTarBase	165	189	1	0.7148178453498254
hsa-miR-204	SOST	miRTarBase;miRWalk	165	270	1	0.6630197863628483
hsa-miR-204	SOX4	TargetScan;miRDB;miRTarBase;miRWalk	165	246	1	0.7357917088860766
hsa-miR-204	SPARC	TargetScan;miRTarBase;miRWalk	165	344	1	0.8401614809316431
hsa-miR-204	SPDEF	miRTarBase;miRWalk	165	66	1	0.5473917046073423
hsa-miR-204	SSRP1	TargetScan;miRDB;miRTarBase	165	86	1	0.5134195486144935
hsa-miR-204	STAT3	miRTarBase;miRWalk	165	1193	1	0.793625568408894
hsa-miR-204	TCF12	TargetScan;miRDB;miRTarBase;miRWalk	165	102	1	0.3567207309854898
hsa-miR-204	TCF4	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	165	378	1	0.6717402058138665
hsa-miR-204	TGFBR2	TarBase;TargetScan;miRTarBase	165	502	1	0.7922192729903417
hsa-miR-204	THRB	miRDB;miRTarBase;miRWalk	165	142	1	0.4876085034160083
hsa-miR-204	TMPRSS3	miRTarBase	165	45	1	0.2745444066021142
hsa-miR-204	TRPM3	TargetScan;miRTarBase;miRWalk	165	51	1	0.3597561407975
hsa-miR-204	TXNIP	miRTarBase;miRWalk	165	208	1	0.8672094224961998
hsa-miR-204	UCA1	miRTarBase	165	152	1	0.6466832293787218
hsa-miR-204	USP47	TargetScan;miRTarBase;miRWalk	165	16	1	0.0710766585855295
hsa-miR-204	XIST	miRTarBase	165	146	1	0.7077953342194903
hsa-miR-205	ACSL1	TargetScan;miRDB;miRTarBase;miRWalk	145	68	1	0.5609005228686168
hsa-miR-205	ACSL4	miRTarBase	145	136	1	0.581475595241441
hsa-miR-205	AMOT	TargetScan;miRDB;miRTarBase	145	52	1	0.3694510752911628
hsa-miR-205	ANGPT2	TargetScan;miRDB;miRTarBase;miRWalk	145	457	1	0.7594467018968627
hsa-miR-205	AR	miRTarBase;miRWalk	145	854	1	0.7925555324106526
hsa-miR-205	BCL2	TarBase;miRTarBase;miRWalk	145	1456	1	0.7446981440909834
hsa-miR-205	BCL6	TargetScan;miRTarBase;miRWalk	145	309	1	0.5381173155655932
hsa-miR-205	BRCA1	miRTarBase;miRWalk	145	747	1	0.7679565238521947
hsa-miR-205	CLDN11	TargetScan;miRDB;miRTarBase;miRWalk	145	56	1	0.4739760717568481
hsa-miR-205	DDI2	miRDB;miRTarBase	145	2	1	0.0
hsa-miR-205	E2F1	TarBase;TargetScan;miRTarBase;miRWalk	145	324	1	0.7908692575892396
hsa-miR-205	EGLN2	miRTarBase	145	68	1	0.3002953003759331
hsa-miR-205	ERBB2	miRTarBase	145	995	1	0.7611546563951997
hsa-miR-205	ERBB3	TarBase;TargetScan;miRDB;miRTarBase	145	318	1	0.8146669384592508
hsa-miR-205	ERP29	TargetScan;miRTarBase;miRWalk	145	30	1	0.4542224935984978
hsa-miR-205	ESRRG	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	145	75	1	0.4692458332880757
hsa-miR-205	EZR	TargetScan;miRDB;miRTarBase;miRWalk	145	255	1	0.7524676162686624
hsa-miR-205	HMGB1	TargetScan;miRTarBase;miRWalk	145	724	1	0.7577962305619725
hsa-miR-205	HMGB3	miRTarBase;miRWalk	145	71	1	0.3587208047057699
hsa-miR-205	IL24	miRTarBase;miRWalk	145	202	1	0.7001714686208407
hsa-miR-205	IL32	miRTarBase	145	200	1	0.7296024718342571
hsa-miR-205	INPPL1	TargetScan;miRDB;miRTarBase	145	133	1	0.588175544727597
hsa-miR-205	ITGA5	TargetScan;miRTarBase;miRWalk	145	145	1	0.7247762105117642
hsa-miR-205	KCNJ10	TarBase;miRTarBase	145	95	1	0.3426139670860725
hsa-miR-205	LAMC1	TargetScan;miRDB;miRTarBase;miRWalk	145	57	1	0.6282192409300352
hsa-miR-205	LMNA	miRDB;miRTarBase;miRWalk	145	824	1	0.6222425051455474
hsa-miR-205	LRP1	TargetScan;miRDB;miRTarBase	145	252	1	0.6766245735527804
hsa-miR-205	LRRK2	TargetScan;miRDB;miRTarBase;miRWalk	145	231	1	0.5094530057306026
hsa-miR-205	MAPK10	miRTarBase;miRWalk	145	75	1	0.4325069963022374
hsa-miR-205	MED1	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	145	88	1	0.4761976049688444
hsa-miR-205	NEAT1	miRTarBase	145	179	1	0.7238744785150341
hsa-miR-205	NOTCH2	TargetScan;miRDB;miRTarBase	145	384	1	0.713082678170886
hsa-miR-205	NRP1	miRTarBase	145	246	1	0.8204566304133918
hsa-miR-205	PHLPP2	miRTarBase;miRWalk	145	45	1	0.3143105071767903
hsa-miR-205	PTEN	TarBase;TargetScan;miRTarBase;miRWalk	145	1349	1	0.7311414203142541
hsa-miR-205	PTPRM	TarBase;TargetScan;miRTarBase	145	17	1	0.2249140878158893
hsa-miR-205	RAD17	miRTarBase	145	30	1	0.2213739306518313
hsa-miR-205	RUNX2	TargetScan;miRTarBase;miRWalk	145	405	1	0.7285071050044065
hsa-miR-205	SMAD1	TargetScan;miRDB;miRTarBase;miRWalk	145	138	1	0.6668562881738366
hsa-miR-205	SMAD4	TargetScan;miRDB;miRTarBase;miRWalk	145	575	1	0.7871610677717148
hsa-miR-205	SYNPO2	miRTarBase;miRWalk	145	19	1	0.290864607021417
hsa-miR-205	TP73	miRTarBase;miRWalk	145	300	1	0.7495755514555483
hsa-miR-205	VEGFA	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	145	1899	1	0.6916867536005089
hsa-miR-205	YY1	miRTarBase;miRWalk	145	245	1	0.6577908588259692
hsa-miR-205	ZEB1	TarBase;TargetScan;miRDB;miRTarBase	145	310	1	0.7884921879339195
hsa-miR-205	ZEB2	TargetScan;miRDB;miRTarBase;miRWalk	145	292	1	0.6296534546471252
hsa-miR-206	ACTL6A	miRTarBase	154	46	1	0.2946676974556273
hsa-miR-206	ADAM19	miRTarBase;miRWalk	154	45	1	0.3911007021191473
hsa-miR-206	ANXA2	TargetScan;miRDB;miRTarBase	154	294	1	0.7774088513181532
hsa-miR-206	ASXL1	miRTarBase	154	296	1	0.4954722222476574
hsa-miR-206	BGN	miRTarBase	154	253	1	0.715044792071782
hsa-miR-206	CBX5	miRTarBase;miRWalk	154	59	1	0.4066315546869823
hsa-miR-206	CCND1	TargetScan;miRDB;miRTarBase	154	859	1	0.8316944257284307
hsa-miR-206	CCND2	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	154	241	1	0.800070854557123
hsa-miR-206	CDC42	TargetScan;miRTarBase;miRWalk	154	327	1	0.8029992081795551
hsa-miR-206	CDK4	TargetScan;miRTarBase	154	433	1	0.75818753714809
